6608
DO;100011011000001
CABRIOLET;100011011000010
relíquias;100011011000011
lembranças;100011011000100
felicidade;100011011000101
pense;100011011000110
cuidado;100011011000111
leitor;100011011001000
ti;100011011001001
má;100011011001010
escolha;100011011001011
lida;100011011001100
num;100011011001101
inteiro;100011011001110
mortos;100011011001111
São;100011011010000
escravidão;100011011010001
aparelhos;100011011010010
sucedido;100011011010011
pé;;100011011010100
folha-de-flandres;100011011010101
vício;100011011010110
tapar;100011011010111
beber;100011011011000
ficavam;100011011011001
extintos;100011011011010
certas;100011011011011
venda;100011011011100
máscaras;100011011011101
grossa;100011011011110
castigo;100011011011111
mostrava;100011011100000
Há;100011011100001
fugiam;100011011100010
freqüência;100011011100011
gostavam;100011011100100
propriedade;100011011100101
raros;100011011100110
correr;100011011100111
ruas;100011011101000
Dos;100011011101001
aluguel;100011011101010
físico;100011011101011
bairro;100011011101100
Muita;100011011101101
correndo;100011011101110
ombro;100011011101111
Ora;100011011110000
nobre;100011011110001
instrumento;100011011110010
Ninguém;100011011110011
metia;100011011110100
pobreza;100011011110101
trabalhos;100011011110110
cedeu;100011011110111
caixeiro;100011011111000
entalhador;100011011111001
várias;100011011111010
obter;100011011111011
resolveu;100011011111100
finas;100011011111101
comuns;100011011111110
Contava;100011011111111
costura;100011100000000
acendia;100011100000001
desejos;100011100000010
peixe;100011100000011
lembrar;100011100000100
namorado;100011100000101
onze;100011100000110
noivos;100011100000111
amizade;100011100001000
patuscadas;100011100001001
que..;100011100001010
possíveis;100011100001011
Eles;100011100001100
advertência;100011100001101
ameaça;100011100001110
moça;;100011100001111
outra;;100011100010000
escondido;100011100010001
fruto;100011100010010
ventura;100011100010011
vizinha;100011100010100
pagas;100011100010101
intervalos;100011100010110
verão;100011100010111
suspirava;100011100011000
também?;100011100011001
santa;100011100011010
Bem;100011100011011
Alguma;100011100011100
casou;100011100011101
têm;100011100011110
vaga;100011100011111
Daí;100011100100000
abrira;100011100100001
melhores;100011100100010
obrigava;100011100100011
sentado;100011100100100
vivo;100011100100101
paciência;100011100100110
lia;100011100100111
copiava-os;100011100101000
Mais;100011100101001
descobria;100011100101010
entraram;100011100101011
dantes;100011100101100
meter-se;100011100101101
novas;100011100101110
subir;100011100101111
prontos;100011100110000
dura;100011100110001
mal;;100011100110010
aluguéis;100011100110011
tanta;100011100110100
coser;100011100110101
serviço;100011100110110
desculpas;100011100110111
narrar;100011100111000
conseqüências;100011100111001
quisera;100011100111010
mudar;100011100111011
nascer;100011100111100
necessidades;100011100111101
cuja;100011100111110
amargos;100011100111111
bradou;100011101000000
quanto;100011101000001
Isso;100011101000010
enjeitados;100011101000011
guardá-la;100011101000100
crescer;100011101000101
enjeitar;100011101000110
interveio;100011101000111
for;100011101001000
podem;100011101001001
recebidos;100011101001010
faltar;100011101001011
morre;100011101001100
insinuado;100011101001101
solução;100011101001110
ânimo;;100011101001111
chamou;100011101010000
batia;100011101010001
Sou;100011101010010
credor;100011101010011
ameaçar;100011101010100
Vinha;100011101010101
súplica;100011101010110
Cinco;100011101010111
saindo;100011101011000
lances;100011101011001
Achou;100011101011010
alcançando;100011101011011
aguda;100011101011100
contavam;100011101011101
alguma;;100011101011110
aposento;100011101011111
rica;100011101100000
quartos;100011101100001
fundo;100011101100010
cocheira;100011101100011
crise;100011101100100
dinheiro;;100011101100101
suma;100011101100110
repetir;100011101100111
sucedeu;100011101101000
deixe;100011101101001
esperasse;100011101101010
Mal;100011101101011
traziam;100011101101100
subia;100011101101101
vestido;100011101101110
negócio;;100011101101111
Saiu;100011101110000
recente;100011101110001
modos;100011101110010
prestava;100011101110011
miséria;100011101110100
achasse;100011101110101
pensasse;100011101110110
certo;;100011101110111
sereno;100011101111000
começou;100011101111001
afrouxar;100011101111010
entregá-lo;100011101111011
murmurou;100011101111100
oposto;100011101111101
mulata;100011101111110
dou;100011101111111
real;100011110000000
desceu;100011110000001
farmácia;100011110000010
referi;100011110000011
pediu-lhe;100011110000100
buscá-la;100011110000101
alarma;100011110000110
extremo;100011110000111
aproximou-se;100011110001000
conforme;100011110001001
fugir;100011110001010
Estou;100011110001011
senhor!;100011110001100
Me;100011110001101
alegando;100011110001110
açoites;100011110001111
mandaria;100011110010000
manda;100011110010001
recuou;100011110010010
gastar;100011110010011
jazia;100011110010100
sozinho;100011110010101
perdoou;100011110010110
aborto;100011110010111
verdadeiras;100011110011000
PRIMEIRO;100011110011001
III;100011110011010
IV;100011110011011
V;100011110011100
VI;100011110011101
ouvindo;100011110011110
(1893);100011110011111
jogo;100011110100000
hospedaria;100011110100001
faltassem;100011110100010
noivas;100011110100011
tratava-me;100011110100100
acompanhada;100011110100101
cerimoniosa;100011110100110
outras;;100011110100111
terceira;100011110101000
Não;;100011110101001
quem?;100011110101010
estancieiro;100011110101011
pelas;100011110101100
físicas;100011110101101
confessar;100011110101110
beiços;100011110101111
vistas;100011110110000
feições;100011110110001
corretas;100011110110010
pareciam;100011110110011
distância;100011110110100
desci;100011110110101
maçada!;100011110110110
Rosário;100011110110111
hora;;100011110111000
oficial;100011110111001
novidades;100011110111010
escuro;100011110111011
esquerdo;100011110111100
violenta;100011110111101
cedia;100011110111110
lenta;100011110111111
admirar;100011111000000
formas;100011111000001
mui;100011111000010
Subiu;100011111000011
dobrou;100011111000100
subiu;100011111000101
daí;100011111000110
àquela;100011111000111
atravessando;100011111001000
meteu-se;100011111001001
partiu;100011111001010
caminhos;100011111001011
complicada;100011111001100
tílburi;100011111001101
Vi;100011111001110
janelas;100011111001111
sairia;100011111010000
aparecesse;100011111010001
segunda-feira;100011111010010
explicava;100011111010011
Voltei;100011111010100
Desculpe;100011111010101
maçada;100011111010110
intimidade;100011111010111
geral;100011111011000
brilhante;100011111011001
verso;100011111011010
aquelas;100011111011011
contando;100011111011100
doente;100011111011101
pois;100011111011110
Vou;100011111011111
descoberta;100011111100000
adivinhação;100011111100001
convidado;100011111100010
indiferente;100011111100011
afinando;100011111100100
matéria;100011111100101
Soube;100011111100110
separada;100011111100111
Tinham;100011111101000
Viveram;100011111101001
destruiu;100011111101010
chilena;100011111101011
cavalo;100011111101100
curado;100011111101101
abandonou;100011111101110
jurado;100011111101111
proposta;100011111110000
Durante;100011111110001
perdoava;100011111110010
dizer-lhe;100011111110011
deixasse;100011111110100
reconciliação;100011111110101
fará;100011111110110
delírio;100011111110111
conjugal;;100011111111000
fazem;100011111111001
amá-la;100011111111010
outrora;100011111111011
passageiros;100011111111100
tentativa;100011111111101
percebeu;100011111111110
chefes;100011111111111
pessoalmente;100100000000000
contrários;100100000000001
laços;100100000000010
oposição;100100000000011
Embora;100100000000100
condenar;100100000000101
crus;100100000000110
partido;100100000000111
conheci;100100000001000
disto;100100000001001
Outra;100100000001010
Quero;100100000001011
interesses;100100000001100
vivendo;100100000001101
alistado;100100000001110
revolucionários;100100000001111
desafio;100100000010000
Prazeres;;100100000010001
vestir;100100000010010
loucura;100100000010011
nesse;100100000010100
dizem;100100000010101
governo;100100000010110
cresceu;100100000010111
rápida;100100000011000
vertigem;100100000011001
Correia;100100000011010
varanda;100100000011011
sido;100100000011100
resistência;100100000011101
sentia-me;100100000011110
vida;;100100000011111
próprias;100100000100000
andavam;100100000100001
comparação;100100000100010
tornando;100100000100011
largos;100100000100100
aonde;100100000100101
acertar;100100000100110
freguês;100100000100111
casa?;100100000101000
Hoje;100100000101001
trouxera;100100000101010
contou-me;100100000101011
adivinhara;100100000101100
Pouco;100100000101101
busquei;100100000101110
jardim;100100000101111
escrevesse;100100000110000
termos;100100000110001
estes;100100000110010
últimos;100100000110011
dias;;100100000110100
interrompeu;100100000110101
ver-me;100100000110110
estendeu-me;100100000110111
músicas;100100000111000
pediu-me;100100000111001
deu-me;100100000111010
Posso;100100000111011
amo;;100100000111100
Dizendo;100100000111101
presença;100100000111110
Imagine;100100000111111
sorrindo;100100001000000
Olhe;100100001000001
segundos;100100001000010
afinal;100100001000011
sentar-me;100100001000100
escrevo;100100001000101
campo;100100001000110
visão;100100001000111
recusara;100100001001000
parecia-me;100100001001001
saí;100100001001010
louco;100100001001011
força�?;100100001001100
ouvidos;100100001001101
Deixo;100100001001110
começar;100100001001111
amo;100100001010000
Estávamos;100100001010001
romantismo;100100001010010
contava-me;100100001010011
animava;100100001010100
hesitei;100100001010101
tamanha;100100001010110
quais;100100001010111
havendo;100100001011000
estás;100100001011001
arrancou;100100001011010
alistar-me;100100001011011
semelhante;100100001011100
Sobre;100100001011101
recomendações;100100001011110
simpatia;100100001011111
encobrir;100100001100000
República;100100001100001
vidas;100100001100010
estaria;100100001100011
faltou;100100001100100
rebeldes;100100001100101
comunicação;100100001100110
morreram;100100001100111
cidadão;100100001101000
golpe;100100001101001
área;100100001101010
deram-me;100100001101011
seguira;100100001101100
Aí;100100001101101
ocasiões;100100001101110
cometer;100100001101111
entrara;100100001110000
faziam;100100001110001
desconfiar;100100001110010
notar;100100001110011
declaro;100100001110100
herói;100100001110101
deter;100100001110110
testa;100100001110111
curto;100100001111000
parecesse;100100001111001
romanesco;100100001111010
demais;100100001111011
canto;100100001111100
certamente;100100001111101
ficamos;100100001111110
apareceu-me;100100001111111
sorriso;100100010000000
encheu;100100010000001
dominou;100100010000010
nesta;100100010000011
contei;100100010000100
passado;100100010000101
oficiais;100100010000110
buscasse;100100010000111
sombra;100100010001000
felicitações;100100010001001
note-se;;100100010001010
esperado;100100010001011
acertado;100100010001100
chegasse;100100010001101
lista;100100010001110
viera;100100010001111
contara;100100010010000
recebi;100100010010001
isso;;100100010010010
acanhamento;100100010010011
militar;100100010010100
peguei;100100010010101
disposta;100100010010110
alteração;100100010010111
Nenhuma;100100010011000
perguntei-lhe;100100010011001
pedia;100100010011010
palavras:;100100010011011
esperei;100100010011100
imaginei;100100010011101
recusasse;100100010011110
hipótese;100100010011111
Saí;100100010100000
presentes;100100010100001
devolveu;100100010100010
falei;100100010100011
fria;100100010100100
Ultimamente;100100010100101
Tenho;100100010100110
visto;100100010100111
empalideceu;100100010101000
Certeza;100100010101001
contasse;100100010101010
abatimento;100100010101011
Para;100100010101100
Amanhã;100100010101101
atirou-se;100100010101110
Dias;100100010101111
matou;100100010110000
aniversário;100100010110001
Imperador;100100010110010
excelente;100100010110011
faleceu;100100010110100
concluis;100100010110101
vingança;100100010110110
desabafo;100100010110111
acabam;100100010111000
adversário;100100010111001
Alguns;100100010111010
contar-lhe;100100010111011
alheio;100100010111100
venha;100100010111101
pão;100100010111110
todavia;100100010111111
decorava;100100011000000
oração;100100011000001
evidente;100100011000010
Sempre;100100011000011
Quanto;100100011000100
Coitado!;100100011000101
doença;100100011000110
finado;100100011000111
mortes;100100011001000
perguntou-lhe;100100011001001
colega;100100011001010
parar;100100011001011
vozes;100100011001100
levantando;100100011001101
lacaio;100100011001110
polca;100100011001111
Indo;100100011010000
atravessar;100100011010001
estacou;100100011010010
sentidos;100100011010011
patrulha;100100011010100
Obrigado;100100011010101
tocou;100100011010110
animais;100100011010111
cuidando;100100011011000
delícia;100100011011001
revivia;100100011011010
eterno;100100011011011
repouso;100100011011100
moças;100100011011101
mormente;100100011011110
fazendas;100100011011111
ambas;100100011100000
viagens;100100011100001
sociedade;100100011100010
sete;100100011100011
desgosto;100100011100100
bruços;100100011100101
damas;100100011100110
orquestra;100100011100111
compasso;100100011101000
confusão;100100011101001
totalmente;100100011101010
queda;100100011101011
morrer;;100100011101100
tribunas;100100011101101
fitar;100100011101110
língua;100100011101111
Muitos;100100011110000
saimento;100100011110001
leu;100100011110010
conversas;100100011110011
cama;;100100011110100
esses;100100011110101
ordens;100100011110110
amanhecer;100100011110111
trouxe;100100011111000
alegres;100100011111001
evocando;100100011111010
pesados;100100011111011
cantos;100100011111100
direito;100100011111101
orelha;100100011111110
cautelas;100100011111111
cuidou;100100100000000
mais..;100100100000001
Digo;100100100000010
mim?;100100100000011
mudo;100100100000100
torna;100100100000101
pontual;100100100000110
ouço;100100100000111
sacudiu;100100100001000
vultos;100100100001001
chita;100100100001010
continuava;100100100001011
trem;100100100001100
economia;100100100001101
chegando;100100100001110
súbita;100100100001111
vinho;100100100010000
cemitério;100100100010001
entender;100100100010010
Castro;100100100010011
cumpriu;100100100010100
escrúpulo;100100100010101
Fiquei;100100100010110
charuto;100100100010111
entrava;100100100011000
morro;100100100011001
chamava-se;100100100011010
balanço;100100100011011
passear;100100100011100
Algumas;100100100011101
varonil;100100100011110
largas;100100100011111
bigode;100100100100000
serem;100100100100001
riam;100100100100010
saíra;100100100100011
castelhana;100100100100100
atitude;100100100100101
recebido;100100100100110
Provisório;100100100100111
curta;100100100101000
pandeiro;100100100101001
tocava;100100100101010
lua;100100100101011
festas;100100100101100
parei;100100100101101
escolhi;100100100101110
escolhe;100100100101111
concordei;100100100110000
conveniente;100100100110001
Estão;100100100110010
Estamos;100100100110011
Deixa;100100100110100
atrevia;100100100110101
esbelta;100100100110110
confiança;100100100110111
éramos;100100100111000
Bahia;100100100111001
baiana;100100100111010
aproveitou;100100100111011
andando:;100100100111100
confidências;100100100111101
paixões;100100100111110
dissipar;100100100111111
separei;100100101000000
confidência;100100101000001
referência;100100101000010
tomou;100100101000011
Sentou-se;100100101000100
Paraguai;100100101000101
perdi;100100101000110
argentinos;100100101000111
voluntário;100100101001000
coronel;100100101001001
Podemos;100100101001010
frases;100100101001011
patamar;100100101001100
despedir-se;100100101001101
Nessa;100100101001110
secretária;100100101001111
fogo;100100101010000
cigarro;100100101010001
embaixo;100100101010010
licença;100100101010011
cerca;100100101010100
descansar;100100101010101
bengala;100100101010110
esperava;100100101010111
fechá-la;100100101011000
beijo;100100101011001
ponte;100100101011010
tamanho;100100101011011
numerosas;100100101011100
capa;100100101011101
barca;100100101011110
entramos;100100101011111
cantar;100100101100000
entrevista;100100101100001
falando;100100101100010
pontos;100100101100011
entrevistas;100100101100100
almanaque;100100101100101
trimestre;100100101100110
modelo;100100101100111
educada;100100101101000
respondeu-me;100100101101001
poderia;100100101101010
doido;100100101101011
explicando;100100101101100
suspeitas;100100101101101
passados;100100101101110
fazia-me;100100101101111
facilmente;100100101110000
casualmente;100100101110001
lance;100100101110010
vagas;100100101110011
texto;100100101110100
X...;100100101110101
estranho;100100101110110
alistamento;100100101110111
palavras;;100100101111000
verdade?;100100101111001
Após;100100101111010
falei-lhe;100100101111011
longo;100100101111100
conversamos;100100101111101
ergueu-se;100100101111110
voltasse;100100101111111
Venha;100100110000000
destes;100100110000001
atado;100100110000010
entrada;100100110000011
falara;100100110000100
ouvidas;100100110000101
dispôs-se;100100110000110
dificuldade;100100110000111
Notei;100100110001000
resolução;100100110001001
constrangimento;100100110001010
vitória;100100110001011
boatos;100100110001100
voltaria;100100110001101
bastou;100100110001110
último;100100110001111
pedido;100100110010000
antes;;100100110010001
braço;100100110010010
inimigas;100100110010011
teimar;100100110010100
pia;100100110010101
Emílio;100100110010110
instituição;100100110010111
esqueceu;100100110011000
júri;100100110011001
preceito;100100110011010
queirais;100100110011011
sejais;100100110011100
julgados�?;100100110011101
réus;100100110011110
crimes;100100110011111
processos;100100110100000
Alguém;100100110100001
criminoso;100100110100010
defensor;100100110100011
inocência;100100110100100
indignado;100100110100101
estréia;100100110100110
sinto;100100110100111
debates;100100110101000
lidos;100100110101001
dadas;100100110101010
votos;100100110101011
condenação;100100110101100
satisfeito;100100110101101
votara;100100110101110
provado;100100110101111
voto;100100110110000
sujeito;100100110110001
nega;100100110110010
cometeu;100100110110011
falsidade;100100110110100
sujar-se?;100100110110101
Confesso-lhe;100100110110110
juiz;100100110110111
condenado;100100110111000
sentença;100100110111001
sei;;100100110111010
reles;100100110111011
Achei;100100110111100
dele;;100100110111101
umas;100100110111110
forma;100100110111111
empregado;100100111000000
sentar-se;100100111000001
maneira;100100111000010
cento;100100111000011
documentos;100100111000100
serviram;100100111000101
revelação;100100111000110
Enquanto;100100111000111
falavam;100100111001000
repeti;100100111001001
raiva;100100111001010
Aquele;100100111001011
julgado;100100111001100
Nove;100100111001101
repelões;100100111001110
consciência;100100111001111
suje-se;100100111010000
esperando;100100111010001
Guaratiba;100100111010010
Chamava-se;100100111010011
Martins;100100111010100
venceu;100100111010101
folgar;100100111010110
chegara;100100111010111
meti;100100111011000
frente;100100111011001
trocando;100100111011010
perguntas;100100111011011
conjeturas;100100111011100
sapato;100100111011101
fitas;100100111011110
pegavam;100100111011111
papagaio;100100111100000
descia;100100111100001
corrente;100100111100010
conhecido;100100111100011
industrial;100100111100100
Triste;100100111100101
faz;100100111100110
ouvira;100100111100111
sexta-feira;100100111101000
Imaginei;100100111101001
bandas;100100111101010
morria;100100111101011
bosque;100100111101100
seda;100100111101101
gritos;100100111101110
Nisto;100100111101111
vimos;100100111110000
seriedade;100100111110001
Nenhum;100100111110010
gesto;;100100111110011
vi-o;100100111110100
reprovação;100100111110101
calçada;100100111110110
burros;100100111110111
disseram;100100111111000
parecida;100100111111001
andou;100100111111010
chegamos;100100111111011
portas;100100111111100
Nas;100100111111101
Dentro;100100111111110
vago;100100111111111
Tão;100101000000000
tratava;100101000000001
santo;100101000000010
folga;100101000000011
possa;100101000000100
despediu;100101000000101
vestidos;100101000000110
pássaros;100101000000111
perguntavam;100101000001000
enchia;100101000001001
sentido;100101000001010
estudo;100101000001011
mimo;100101000001100
lenço;100101000001101
calados;100101000001110
caras;100101000001111
bancos;100101000010000
acontecia;100101000010001
número;100101000010010
gatos;100101000010011
porcos;100101000010100
total;100101000010101
basta;100101000010110
perguntava;100101000010111
misterioso;100101000011000
sabor;100101000011001
lembrava-se;100101000011010
cortado;100101000011011
decerto;100101000011100
justa;100101000011101
almoço;100101000011110
café;100101000011111
concordando;100101000100000
governos;100101000100001
salas;100101000100010
quadros;100101000100011
confessou;100101000100100
vasto;100101000100101
obra;100101000100110
tinteiro;100101000100111
órgão;100101000101000
rosas;100101000101001
ferro..;100101000101010
espantado;100101000101011
Londres;100101000101100
apontamentos;100101000101101
relatórios;100101000101110
pedindo;100101000101111
descobrir;100101000110000
agitação;100101000110001
nação;100101000110010
exclusivamente;100101000110011
pensativo;100101000110100
Spencer;100101000110101
carinhos;100101000110110
herança;100101000110111
prestes;100101000111000
eles;;100101000111001
tolo;100101000111010
meter;100101000111011
irritar-se;100101000111100
hei;100101000111101
trabalho;100101000111110
corria;100101000111111
sorria;100101001000000
obséquios;100101001000001
aflito;100101001000010
dizia-lhe;100101001000011
tela;100101001000100
pintor;100101001000101
abanou;100101001000110
pagar;100101001000111
reforma;100101001001000
juro;100101001001001
Orestes;100101001001010
bastava;100101001001011
cérebro;100101001001100
universal;100101001001101
guardasse;100101001001110
modesta;100101001001111
doces;100101001010000
ouvi-la;100101001010001
cheia;100101001010010
passara;100101001010011
vizinhos;100101001010100
“a;100101001010101
alemãzinha�?;100101001010110
“em;100101001010111
ontem�?;100101001011000
pergunte;100101001011001
voando;100101001011010
pedi-la;100101001011011
arrancar;100101001011100
embargo;100101001011101
guardava;100101001011110
consulta;100101001011111
adivinha;100101001100000
legando;100101001100001
matriz;100101001100010
cab;100101001100011
tilbury;100101001100100
curioso;100101001100101
acompanhando;100101001100110
veículo;100101001100111
Comendador;100101001101000
conhecidos;100101001101001
regra;100101001101010
ouvido;100101001101011
navios;100101001101100
Sancho;100101001101101
andorinha;100101001101110
enfermos;100101001101111
Campinas;100101001110000
Noivos;100101001110001
casar..;100101001110010
metade;100101001110011
jurou;100101001110100
ouviria;100101001110101
Irmãos;100101001110110
Saiba;100101001110111
Relíquias;1001010011110000
Casa;1001010011110001
Texto-fonte:;1001010011110010
Obra;1001010011110011
Completa;1001010011110100
vol;1001010011110101
Aguilar;1001010011110110
1994;1001010011110111
Publicado;1001010011111000
originalmente;1001010011111001
Editora;1001010011111010
Garnier;1001010011111011
1906;1001010011111100
Supõe;1001010011111101
arejar;1001010011111110
expor;1001010011111111
desenfado;1001010100000000
interessantes;1001010100000001
aborrecidas;1001010100000010
extrair;1001010100000011
mereçam;1001010100000100
Chama-lhe;1001010100000101
inéditos;1001010100000110
impressos;1001010100000111
histórias;1001010100001000
críticas;1001010100001001
diálogos;1001010100001010
verás;1001010100001011
explicados;1001010100001100
Possivelmente;1001010100001101
terão;1001010100001110
suposta;1001010100001111
valerão;1001010100010000
Depende;1001010100010001
dependerá;1001010100010010
CAROLINA;1001010100010011
Querida;1001010100010100
leito;1001010100010101
descansas;1001010100010110
venho;1001010100010111
virei;1001010100011000
Trazer-te;1001010100011001
Pulsa-lhe;1001010100011010
